id,r_0,b_0,r_1,b_1,r_2,b_2,r_3,b_3,r_4,b_4,r_5,b_5,r_6,b_6,r_7,b_7,r_8,b_8,r_9,b_9,r_10,b_10,r_11,b_11,r_12,b_12,r_13,b_13,r_14,b_14,r_15,b_15,r_16,b_16,r_17,b_17,r_18,b_18,r_19,b_19,r_20,b_20,r_21,b_21,r_22,b_22,r_23,b_23,r_24,b_24,r_25,b_25,r_26,b_26,r_27,b_27
root/b/eslint-reporter-verbose.js,0.3261940891596162,0.29055490437708115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root/b/eslint-reporter.js,0.22224498753657876,0.15126157335442697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root/b/jscs-reporter-verbose.js,0.2594074499429263,0.09470700397045376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root/b/jscs-reporter.js,0.25823317280894115,0.15729439091038883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root/dex.js,0.007811328754463294,0.005085291549126987,0.25045473214809605,0.014146502438144824,0.12568209822214402,0.1049781682430876,0.0043461506876141115,0.0043461506876141115,0.3629999178779667,0.013777238408373624,0.02421001568556108,0.02421001568556111,0.7142857142857143,0.08178577270234882,0.07775699604039751,0.020614138897540157,0.0012361204013380644,0.0012361204013382088,0.09908686096512206,0.002921739130434689,0.0,0.10000000000000005,0.0,0.10000000000000005,0.19072120233909534,0.07281334447578804,0.5280278776014364,0.019444773785505923,0.2707155020877134,0.1992869306591419,0.2696572774898704,0.0018403937176029888,0.0,0.27033890479268635,0.12667620239585195,0.1981047738244233,0.20089084175962799,0.20089084175962799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20503319190007124,0.20503319190007133,0.4696017114628222,0.07247106142143202,0.0,1.586032892321652e-17,0.14388984509466413,0.14388984509466432,0.0,0.14285714285714302
root/n/cmd.js,0.08042228505401001,0.08042228505401001,0.33833758833758837,0.0901139370350909,0.5,0.006138336877203877,0.008692301375228195,0.008692301375228195,0.625,0.02755447681674733,0.004779672041837822,0.004779672041838023,0.48964143426294837,0.27005998525464,0.5789439166411274,0.038009443706655155,0.1872307692307693,0.18723076923076928,0.5563644866642306,0.2014608695652173,0.0,3.3306690738754695e-17,0.0,3.3306690738754695e-17,0.47351377631920616,0.006352157785997181,0.5529547124569748,0.08818129820095516,0.07448779631026328,0.09016723881897419,0.003680787435205106,0.003680787435205631,0.0,5.412337245047638e-16,0.00435002151433319,0.004350021514333551,0.036683893561802454,0.03668389356180235,0.0,1.0507467911630945e-16,0.0,1.0507467911630945e-16,0.0,1.0507467911630945e-16,0.0,1.0507467911630945e-16,0.07154669866488793,0.07154669866488808,0.23147580363508644,0.07611095401169518,0.0,1.586032892321652e-17,0.007503868765394143,0.0075038687653946,0.0,5.035654433121246e-16
root/n/update-authors.sh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08323275770945705,0.09891220021816798,0.18217169783688364,0.003680787435205631,0.0,0.18353495244251558,0.18192383336313242,0.1819238333631323,0.19400003427419202,0.19400003427419202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1957806695144282,0.19578066951442835,0.2948957170549999,0.003600131500872645,0.0,1.586032892321652e-17,0.1950807717284518,0.19508077172845198,0.0,1.3877787807814457e-16
root/ravis.yml,0.016709881436767944,0.014887747481367406,0.6532660590277778,0.012747010084320684,0.2523113015857219,0.010255804429775084,0.13389480493630573,0.12526268998094858,0.5004156583117402,0.013140329617459538,0.002389836020918912,0.002389836020918995,0.28034817815598423,0.2561120085236494,0.6641544690127684,0.11030706944877008,0.10427948957360755,0.1252878929349523,0.4671571906354514,0.026041666666666574,0.0,6.661338147750939e-17,0.0,6.661338147750939e-17,0.4463479420805382,0.01857382797332119,0.22061657032755325,0.0007745888455136333,0.16129920176162987,0.16129920176162987,0.14777731902009347,0.004920176162950683,0.0,0.14285714285714293,0.14868151561699924,0.14868151561699938,0.1712868005055216,0.1712868005055216,0.0,5.634720751578655e-32,0.0,5.634720751578655e-32,0.0,5.634720751578655e-32,0.0,5.634720751578655e-32,0.14333038762609782,0.14333038762609832,0.48187846567198306,0.010390247074772955,0.0,7.93016446160826e-18,0.20229998796425358,0.2737285593928251,0.0,0.0714285714285715
root/st.js,0.07929235748784623,0.00786378605927489,0.6666666666666666,0.006554601996353382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root/st/api.js,,,,,,,0.14585058321392988,0.14585058321392988,0.529358285898025,0.019053566732615126,0.012312428525111645,0.13731242852511166,0.29838157597383197,0.16397099096929968,0.472672064777328,0.040856194355880227,0.25982265816025385,0.25982265816025407,0.38260869565217387,0.02745783095846997,0.0,6.38378239159465e-17,0.0,6.38378239159465e-17,0.6781065088757396,0.05583308307233038,0.29637679161650615,0.005294585748674506,0.09080296206792104,0.09080296206792114,0.08914768514815281,0.01797342669166451,0.0,0.10021664464173215,0.08845982095391969,0.08845982095392,0.09668785208217931,0.09668785208217931,0.0,3.9650822308041306e-17,0.0,3.9650822308041306e-17,0.0,3.9650822308041306e-17,0.0,3.9650822308041306e-17,0.08234996582651277,0.08234996582651284,0.25899199183227195,0.001686277791961169,0.0,4.3615904538845435e-17,0.08501613602869677,0.08501613602869694,0.0,1.8239378261699e-16
root/st/clone.js,,,,,,,0.12552537996189728,0.1255253799618972,0.5599715549936781,0.02909070414102626,0.01251984920744272,0.13751984920744273,0.3185836786250008,0.16535546380668817,0.36723196283691173,0.051989797594746624,0.007958419339493797,0.00795841933949403,0.33043478260869563,0.010066526610643872,0.0,6.38378239159465e-17,0.0,6.38378239159465e-17,0.3302594081110705,0.04011314995326492,0.25,0.10673156403461508,0.0055050922102949495,0.0055050922102949295,0.08350295346102984,0.012074382032458525,0.0,0.07142857142857163,0.08307731694828427,0.0830773169482845,0.01863091725764963,0.01863091725764961,0.0,2.7755575615628914e-17,0.0,2.7755575615628914e-17,0.0,2.7755575615628914e-17,0.0,2.7755575615628914e-17,0.0008478126239465585,0.0722763840525185,0.22143543600629428,0.08279570071775155,0.0,3.568574007723718e-17,0.07349397590361398,0.002065404475042887,0.0,0.07142857142857177
root/st/cmd.js,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43647668409654145,0.05967289622456704,0.23381326193129,0.2338132619312905,0.266362663716578,0.026646169644683294,0.0,0.26875888025713834,0.26726861738663416,0.23445008456810193,0.23912260755887044,0.2391226075588704,0.0,7.251905472295417e-17,0.0,7.251905472295417e-17,0.0,7.251905472295417e-17,0.0,7.251905472295417e-17,0.24743719946663137,0.24743719946663129,0.2891019591648138,0.01147760652435493,0.0,0.03281853281853298,0.2558773753595593,0.2558773753595594,0.0,1.030921380009074e-16
root/tions.js,,,,,,,,,,,,,,,0.5744615384615386,0.020614138897540175,0.1744615384615386,0.17446153846153867,0.4133725752508363,0.00292173913043465,0.0,0.10000000000000027,0.0,0.10000000000000027,0.5148283451962381,0.04458262193802236,0.3849911015307536,0.012972738524406535,0.2992707254297821,0.2013681497653699,0.0036807874352050743,0.003680787435205584,0.0,5.729543823511968e-16,0.00435002151433315,0.004350021514333551,0.02611478787074559,0.026114787870745483,0.0,1.0507467911630945e-16,0.0,1.0507467911630945e-16,0.0,1.0507467911630945e-16,0.0,1.0507467911630945e-16,0.09535622247441163,0.09535622247441176,0.1525796997389825,0.09786420076494175,0.0,1.586032892321652e-17,0.004291655446797856,0.004291655446798328,0.0,4.718447854656915e-16
