id,r_0,b_0,r_1,b_1,r_2,b_2,r_3,b_3,r_4,b_4,r_5,b_5,r_6,b_6,r_7,b_7,r_8,b_8,r_9,b_9,r_10,b_10,r_11,b_11,r_12,b_12,r_13,b_13,r_14,b_14,r_15,b_15,r_16,b_16,r_17,b_17,r_18,b_18,r_19,b_19,r_20,b_20,r_21,b_21,r_22,b_22,r_23,b_23,r_24,b_24,r_25,b_25,r_26,b_26,r_27,b_27
root/b/eslint-reporter-verbose.js,0.04205840136373646,0.014513795338599962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root/b/eslint-reporter.js,0.06625541460387209,0.02985103611270733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root/b/jscs-reporter-verbose.js,0.10200908402313422,0.03188079002883684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root/b/jscs-reporter.js,0.048732587729033466,0.01807401644491374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root/dex.js,0.00616720448931663,0.00616720448931663,0.1579873295575198,0.0399932780275916,0.012290327403258758,0.14585062978317587,0.00758352522827209,0.00758352522827209,0.28385002328618386,0.04245578563950168,0.03581004830016639,0.03581004830016639,0.3293160837868077,0.11169492042845573,0.012259872855516326,0.012259872855516152,0.001453437532568396,0.0014534375325684565,0.008228764145846298,8.493613202047818e-05,0.0,1.2058310082691392e-16,0.0,1.2058310082691392e-16,0.023295268669010015,0.021535909721711096,0.25118478638755415,0.007251466004764065,0.017024826963269787,0.017024826963269787,0.0048127080937183184,0.004812708093718249,0.0,4.257136677606686e-16,0.0006064378397394746,0.0006064378397394032,0.02009081022953001,0.02009081022953001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007086162469821169,0.0007086162469820294,0.2674504179888342,0.0005310428423929754,0.0,0.0,0.003736648276057611,0.003736648276057571,0.0,4.019436694230464e-17
root/n/cmd.js,0.02508624727262315,0.02508624727262313,0.15314670538050787,0.10759631229657789,0.3537635389229953,0.05881344498315997,0.00758352522827209,0.00758352522827209,0.3789369742524114,0.04245578563950168,0.008250201824730687,0.008250201824730647,0.3592650360747061,0.1586285846494455,0.23042022058280948,0.02563343500582455,0.005087031363989124,0.005087031363989165,0.25586703781360237,0.0002972764620715504,0.0,0.0,0.0,0.0,0.2581776496812934,0.010725579445954833,0.24110526827880802,0.0065052965937606125,0.05977063128344172,0.008077952779687885,0.004225792472532988,0.004225792472533149,0.0,4.118399748005229e-16,0.0005324820056246286,0.0005324820056246286,0.021117574421424354,0.021117574421424354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006141340807177053,0.0006141340807177053,0.005946913636001846,0.0012144346071912273,0.0,4.019436694230464e-17,0.002888078476346599,0.0028880784763468765,0.0,3.429033243996462e-16
root/n/update-authors.sh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06279134942941861,0.009902257222682167,0.007160370578458651,0.007160370578458892,0.0,4.64003922522632e-16,0.0009022611761972685,0.0009022611761973086,0.02415168073028514,0.02415168073028514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010865449120390047,0.0010865449120390047,0.0062228276403707705,0.0009384737589833199,0.0,4.019436694230464e-17,0.005545297362113125,0.005545297362113313,0.0,3.429033243996462e-16
root/ravis.yml,0.006167204489316668,0.006167204489316668,0.3131269991089029,0.039993278027591624,0.005613707964868572,0.05467975414453147,0.0028074941782490746,0.0028074941782490663,0.019973665008259412,0.03759649716250151,0.008250201824730687,0.008250201824730666,0.06415463262146451,0.14641095293167983,0.2733797860669152,0.0273606791248523,0.005764784792269189,0.005764784792269148,0.2564048167966463,0.002159123752565473,0.0,1.2058310082691392e-16,0.0,1.2058310082691392e-16,0.2630717455941983,0.024912681561666632,0.017507443324499168,0.009648406922736684,0.011945086068475563,0.011945086068475563,0.006821407766337446,0.006821407766337556,0.0,1.2058310082691394e-16,0.004005217029776419,0.004005217029776442,0.006944858559925527,0.006944858559925527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007595700284741057,0.0007595700284741057,0.26579217837912034,0.0018071316127730797,0.0,4.019436694230464e-17,0.0050394205605853466,0.005039420560585555,0.0,3.642517132608553e-16
root/st.js,0.0218281115985632,0.0218281115985632,0.22125035511560714,0.03820767536157335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root/st/api.js,,,,,,,0.0004565031184146973,0.0004565031184146973,0.22249098347659862,0.00828674663835896,0.039771333862474674,0.039771333862474674,0.13133137109922302,0.13733501005230148,0.06607786502086338,0.06607786502086346,0.01469111602036105,0.014691116020361009,0.002583978708578977,0.0022894239908949226,0.0,0.0,0.0,0.0,0.11632814665817742,0.012171894710477747,0.031181896098664168,0.010531142229012283,0.021274975778764086,0.021274975778764124,0.013214304639099917,0.01321430463909998,0.0,1.0523021881123875e-16,0.002606616297719257,0.002606616297719385,0.016218692701332995,0.016218692701332953,0.0,6.861607637270864e-17,0.0,6.861607637270864e-17,0.0,6.861607637270864e-17,0.0,6.861607637270864e-17,0.0019832721103726497,0.0019832721103726476,0.0038409615200987197,0.0021928906682558012,0.0,4.019436694230464e-17,0.006619864538447654,0.006619864538447614,0.0,4.019436694230464e-17
