id,r_0,b_0,r_1,b_1,r_2,b_2,r_3,b_3,r_4,b_4,r_5,b_5,r_6,b_6,r_7,b_7,r_8,b_8,r_9,b_9,r_10,b_10,r_11,b_11,r_12,b_12,r_13,b_13,r_14,b_14,r_15,b_15,r_16,b_16,r_17,b_17,r_18,b_18,r_19,b_19,r_20,b_20,r_21,b_21,r_22,b_22,r_23,b_23,r_24,b_24,r_25,b_25,r_26,b_26,r_27,b_27
root/b/eslint-reporter-verbose.js,0.2490307598449215,0.08157215527376728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root/b/eslint-reporter.js,0.20880893340942938,0.23291629948883033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root/b/jscs-reporter-verbose.js,0.22348137797924278,0.009195663693528795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root/b/jscs-reporter.js,0.14837561550964584,0.07430154143557195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root/dex.js,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.02425890303739022,0.02425890303739022,0.13601321585903084,0.044983498084240375,0.12697554306547168,0.12697554306547168,0.0039927404718693455,0.0039927404718693455,0.10584392014519058,0.10584392014519058,0.0,0.0,0.0,0.0,0.07946436268804692,0.027793775824842458,0.3891866577829693,0.02904833298760387,0.02097427362615412,0.23463162845997965,0.3741296142153428,0.2027010427867712,0.0,1.5860328923216522e-16,0.4387667898403098,0.24079570951628834,0.2199348071712113,0.2199348071712115,0.0,0.16992059444889676,0.0,0.16992059444889676,0.0,0.16992059444889676,0.0,0.16992059444889676,0.001165586071246513,0.1699205944488964,0.3422209271265876,0.1755542604599209,0.0,0.0,0.10621403074233274,0.10621403074233274,0.0,0.11111111111111124
root/n/cmd.js,0.10605395137120878,0.08804674849005631,0.09201534170153418,0.09200133868808547,0.6244769874476988,0.10317994667807007,0.125,0.125,0.33204048797508434,0.1632160401156081,0.012195568095443152,0.012195568095443152,0.17296708395477084,0.15418647104066519,0.2046473239151349,0.03397336574003745,0.01716878402903822,0.11716878402903821,0.27096188747731403,0.13596793708408933,0.0,0.0,0.0,0.0,0.09135135135135122,0.07932610379550745,0.0984696880188685,0.0160932535783341,0.13835496538003758,0.18892109682852198,0.07650529504599697,0.1479338664745684,0.0,0.0,0.07474544795146428,0.07474544795146428,0.01699500762036643,0.0169950076203664,0.0,3.172065784643304e-17,0.0,3.172065784643304e-17,0.0,3.172065784643304e-17,0.0,3.172065784643304e-17,0.0003487078958777011,0.0003487078958777011,0.0032170848019904947,0.0746456562305619,0.0,0.0,0.07741701963804393,0.07741701963804393,0.0,0.0
root/n/update-authors.sh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07795756156411891,0.020577033595355666,0.004264447838637454,0.07569301926720888,0.0,0.0,0.0027861762792299855,0.0027861762792299855,0.0013636885522529674,0.0013636885522529593,0.0,7.93016446160826e-18,0.0,7.93016446160826e-18,0.0,7.93016446160826e-18,0.0,7.93016446160826e-18,0.0002440955271143836,0.00024409552711440345,0.0006444121915820151,0.0006444121915820349,0.0,0.0,0.07741701963804393,0.07741701963804393,0.0,0.0
root/ravis.yml,0.028076802379567094,0.010069599498414612,0.09895978614597872,0.09894578313253016,0.24124376887525853,0.10317994667807007,1.3877787807814457e-17,1.3877787807814457e-17,0.2598854993063594,0.021470671267481492,0.016724553602689707,0.016724553602689707,0.30508896354361076,0.07492635629205405,0.17594106030685097,0.1938720947896094,0.08689655172413802,0.1868965517241382,0.1685964912280701,0.0958333333333333,0.0,0.0,0.0,0.0,0.1695874822190612,0.0230169129309186,0.2153374686161571,0.003072225780216653,0.10668855934043983,0.3489173427456938,0.2714285714285714,0.1812724713581997,0.0,0.0,0.32966216573319784,0.2387230261814057,0.30564909288549724,0.30564909288549724,0.0,0.24134916587746794,0.0,0.24134916587746794,0.0,0.24134916587746794,0.0,0.24134916587746794,0.10830844321410384,0.3127777373060393,0.3669592773366358,0.12700638644034878,0.0,0.0,0.10621403074233272,0.10621403074233272,0.0,0.07936507936507946
root/st.js,0.008247743541861197,0.008247743541861197,0.16877043704511094,0.0020759977351047696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root/st/api.js,,,,,,,4.2500725161431774e-17,4.2500725161431774e-17,0.5529775656614786,0.04273453215457826,0.06197718578049949,0.06197718578049949,0.07591093117408906,0.006851669964075713,0.12130566801619443,0.07869433198380557,0.013336120401337848,0.013336120401337848,0.14956521739130452,0.02065217391304338,0.0,0.0,0.0,0.0,0.1882754480747792,0.0029355693054251676,0.08625082182774503,0.011849855372854054,0.0651151732882501,0.03909551986475053,0.019790534557018267,0.019790534557018197,0.0,1.3877787807814457e-17,0.01623004971219275,0.01623004971219275,0.01551631747373508,0.01551631747373508,0.0,2.3790493384824782e-17,0.0,2.3790493384824782e-17,0.0,2.3790493384824782e-17,0.0,2.3790493384824782e-17,0.0006617365438185339,0.0006617365438185181,0.00303607951645216,0.003036079516452136,0.0,0.0,0.003262786596119925,0.003262786596119925,0.0,2.3790493384824782e-17
