id,r_0,b_0,r_1,b_1,r_2,b_2,r_3,b_3,r_4,b_4,r_5,b_5,r_6,b_6,r_7,b_7,r_8,b_8,r_9,b_9,r_10,b_10,r_11,b_11,r_12,b_12,r_13,b_13,r_14,b_14,r_15,b_15,r_16,b_16,r_17,b_17,r_18,b_18,r_19,b_19,r_20,b_20,r_21,b_21,r_22,b_22,r_23,b_23,r_24,b_24,r_25,b_25,r_26,b_26,r_27,b_27,r_28,b_28,r_29,b_29,r_30,b_30,r_31,b_31,r_32,b_32,r_33,b_33,r_34,b_34,r_35,b_35,r_36,b_36,r_37,b_37,r_38,b_38,r_39,b_39,r_40,b_40,r_41,b_41,r_42,b_42,r_43,b_43,r_44,b_44,r_45,b_45,r_46,b_46,r_47,b_47,r_48,b_48,r_49,b_49,r_50,b_50,r_51,b_51,r_52,b_52,r_53,b_53,r_54,b_54,r_55,b_55,r_56,b_56,r_57,b_57,r_58,b_58,r_59,b_59,r_60,b_60,r_61,b_61,r_62,b_62,r_63,b_63,r_64,b_64,r_65,b_65,r_66,b_66,r_67,b_67,r_68,b_68,r_69,b_69,r_70,b_70,r_71,b_71,r_72,b_72,r_73,b_73,r_74,b_74,r_75,b_75,r_76,b_76,r_77,b_77,r_78,b_78,r_79,b_79,r_80,b_80,r_81,b_81,r_82,b_82,r_83,b_83,r_84,b_84,r_85,b_85,r_86,b_86,r_87,b_87,r_88,b_88,r_89,b_89,r_90,b_90,r_91,b_91,r_92,b_92,r_93,b_93,r_94,b_94,r_95,b_95,r_96,b_96,r_97,b_97,r_98,b_98,r_99,b_99,r_100,b_100,r_101,b_101,r_102,b_102,r_103,b_103,r_104,b_104,r_105,b_105,r_106,b_106,r_107,b_107,r_108,b_108,r_109,b_109,r_110,b_110,r_111,b_111,r_112,b_112,r_113,b_113,r_114,b_114,r_115,b_115,r_116,b_116,r_117,b_117,r_118,b_118,r_119,b_119,r_120,b_120,r_121,b_121,r_122,b_122,r_123,b_123,r_124,b_124,r_125,b_125,r_126,b_126,r_127,b_127,r_128,b_128,r_129,b_129,r_130,b_130,r_131,b_131,r_132,b_132,r_133,b_133,r_134,b_134,r_135,b_135,r_136,b_136,r_137,b_137,r_138,b_138,r_139,b_139,r_140,b_140,r_141,b_141,r_142,b_142,r_143,b_143,r_144,b_144,r_145,b_145,r_146,b_146,r_147,b_147,r_148,b_148,r_149,b_149,r_150,b_150,r_151,b_151,r_152,b_152,r_153,b_153,r_154,b_154,r_155,b_155,r_156,b_156,r_157,b_157,r_158,b_158,r_159,b_159,r_160,b_160,r_161,b_161,r_162,b_162,r_163,b_163,r_164,b_164,r_165,b_165,r_166,b_166,r_167,b_167,r_168,b_168,r_169,b_169,r_170,b_170,r_171,b_171,r_172,b_172,r_173,b_173,r_174,b_174,r_175,b_175,r_176,b_176,r_177,b_177,r_178,b_178,r_179,b_179,r_180,b_180,r_181,b_181,r_182,b_182,r_183,b_183,r_184,b_184,r_185,b_185,r_186,b_186,r_187,b_187,r_188,b_188,r_189,b_189,r_190,b_190,r_191,b_191,r_192,b_192,r_193,b_193,r_194,b_194,r_195,b_195,r_196,b_196,r_197,b_197,r_198,b_198,r_199,b_199,r_200,b_200,r_201,b_201,r_202,b_202,r_203,b_203,r_204,b_204,r_205,b_205,r_206,b_206,r_207,b_207,r_208,b_208,r_209,b_209,r_210,b_210,r_211,b_211,r_212,b_212,r_213,b_213,r_214,b_214,r_215,b_215,r_216,b_216,r_217,b_217,r_218,b_218,r_219,b_219,r_220,b_220,r_221,b_221,r_222,b_222,r_223,b_223,r_224,b_224,r_225,b_225,r_226,b_226,r_227,b_227,r_228,b_228,r_229,b_229,r_230,b_230,r_231,b_231,r_232,b_232,r_233,b_233,r_234,b_234,r_235,b_235,r_236,b_236,r_237,b_237,r_238,b_238,r_239,b_239,r_240,b_240,r_241,b_241,r_242,b_242,r_243,b_243,r_244,b_244,r_245,b_245,r_246,b_246,r_247,b_247,r_248,b_248,r_249,b_249,r_250,b_250,r_251,b_251,r_252,b_252,r_253,b_253,r_254,b_254,r_255,b_255,r_256,b_256,r_257,b_257,r_258,b_258,r_259,b_259,r_260,b_260,r_261,b_261,r_262,b_262,r_263,b_263,r_264,b_264,r_265,b_265,r_266,b_266,r_267,b_267,r_268,b_268,r_269,b_269,r_270,b_270,r_271,b_271,r_272,b_272,r_273,b_273,r_274,b_274,r_275,b_275,r_276,b_276,r_277,b_277,r_278,b_278,r_279,b_279,r_280,b_280,r_281,b_281,r_282,b_282,r_283,b_283,r_284,b_284,r_285,b_285,r_286,b_286,r_287,b_287,r_288,b_288,r_289,b_289,r_290,b_290,r_291,b_291,r_292,b_292,r_293,b_293,r_294,b_294,r_295,b_295,r_296,b_296,r_297,b_297,r_298,b_298,r_299,b_299,r_300,b_300,r_301,b_301,r_302,b_302,r_303,b_303,r_304,b_304,r_305,b_305,r_306,b_306,r_307,b_307,r_308,b_308,r_309,b_309,r_310,b_310,r_311,b_311,r_312,b_312,r_313,b_313,r_314,b_314,r_315,b_315,r_316,b_316,r_317,b_317,r_318,b_318,r_319,b_319,r_320,b_320,r_321,b_321,r_322,b_322,r_323,b_323,r_324,b_324,r_325,b_325,r_326,b_326,r_327,b_327,r_328,b_328,r_329,b_329,r_330,b_330,r_331,b_331,r_332,b_332,r_333,b_333,r_334,b_334,r_335,b_335,r_336,b_336,r_337,b_337,r_338,b_338,r_339,b_339,r_340,b_340,r_341,b_341,r_342,b_342,r_343,b_343,r_344,b_344,r_345,b_345,r_346,b_346,r_347,b_347,r_348,b_348,r_349,b_349,r_350,b_350,r_351,b_351,r_352,b_352,r_353,b_353,r_354,b_354,r_355,b_355,r_356,b_356,r_357,b_357,r_358,b_358,r_359,b_359,r_360,b_360,r_361,b_361,r_362,b_362,r_363,b_363,r_364,b_364,r_365,b_365,r_366,b_366,r_367,b_367,r_368,b_368,r_369,b_369,r_370,b_370,r_371,b_371,r_372,b_372,r_373,b_373,r_374,b_374,r_375,b_375,r_376,b_376,r_377,b_377,r_378,b_378,r_379,b_379,r_380,b_380,r_381,b_381,r_382,b_382,r_383,b_383,r_384,b_384,r_385,b_385,r_386,b_386,r_387,b_387,r_388,b_388,r_389,b_389,r_390,b_390,r_391,b_391,r_392,b_392,r_393,b_393,r_394,b_394,r_395,b_395,r_396,b_396,r_397,b_397,r_398,b_398,r_399,b_399,r_400,b_400,r_401,b_401,r_402,b_402,r_403,b_403,r_404,b_404,r_405,b_405,r_406,b_406,r_407,b_407,r_408,b_408,r_409,b_409,r_410,b_410,r_411,b_411,r_412,b_412,r_413,b_413,r_414,b_414,r_415,b_415,r_416,b_416,r_417,b_417,r_418,b_418,r_419,b_419,r_420,b_420,r_421,b_421,r_422,b_422,r_423,b_423,r_424,b_424,r_425,b_425,r_426,b_426,r_427,b_427,r_428,b_428,r_429,b_429,r_430,b_430,r_431,b_431,r_432,b_432,r_433,b_433,r_434,b_434,r_435,b_435,r_436,b_436,r_437,b_437,r_438,b_438,r_439,b_439,r_440,b_440,r_441,b_441,r_442,b_442,r_443,b_443,r_444,b_444,r_445,b_445,r_446,b_446,r_447,b_447,r_448,b_448,r_449,b_449,r_450,b_450,r_451,b_451
root,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root//1,0.530468643358934,0.06078322279290437,0.6652466081038612,0.13185229757077516,0.767425374832219,0.11703239835508342,0.6969774010823937,0.10645301191922939,0.6812444631227675,0.1040654844132169,0.735784181450583,0.10638479511185324,0.5783125658969296,0.08898699601877877,0.7444575077837655,0.09921249105571328,0.7450613177708123,0.18823795703569957,0.5949531541873486,0.11637414547724496,0.6465573678128961,0.11735426290457886,0.8365649606290316,0.08704647791721241,0.8395871689635186,0.06994274947751053,0.555660752416672,0.03855154885533727,0.7234592809063816,0.08974214362465888,0.7698705609747181,0.34732114101756284,0.6058843396081158,0.168898916340653,0.4224806727744152,0.10820411553503789,0.566411504141573,0.0714018915175435,0.6245955555346243,0.18075305547305606,0.7995186952416719,0.0703354784365496,0.43899468581370227,0.07732384825284559,0.34725449360040306,0.15682581064048925,0.5742839835266669,0.029078855363488088,0.5967038474336143,0.08190928498496437,0.43460739487075534,0.12943589760300983,0.5321941336772104,0.10361735441242442,0.7408657895903047,0.10906310263113314,0.769393808217815,0.12185840417311894,0.5482694133487712,0.08525398115621394,,,,,0.7190569925096157,0.05761066238309145,0.5975107898390088,0.1334697802301558,0.6117412032282229,0.09137849121199976,0.8693791358342775,0.076017643967266,0.7816184835677322,0.16180985077752968,0.7637963470183937,0.10315172021622225,0.4613657231131759,0.0777537141250056,0.7086384417346356,0.11183891286276587,0.6814159316281634,0.06874559214803862,0.7156443937841896,0.19633603703980027,0.6061345324083746,0.09628963846633584,0.7369042549952121,0.1805378289342261,0.7658063511886934,0.19843203898777123,0.5188057943618096,0.18712608827336433,0.7652267042061065,0.12069132075737338,0.7876112848267351,0.14262645341272057,,,,,0.6304614655551433,0.13812713448557873,0.6425634102194865,0.15753694117292155,0.534615484748635,0.07928979157898118,0.6781463600963566,0.11908577930582842,,,,,0.7635854642741166,0.1574521639569329,0.5989573464135831,0.10364030942758448,0.41104750978018856,0.04935436849591111,0.7624503417409484,0.0366566051161107,0.5972715610813001,0.10282379926415441,0.8314516292204278,0.11375238738461278,0.39027944079671295,0.1328913965194059,0.693606477105438,0.04909260610035134,0.6832376261823716,0.10718725487008168,0.7221638884396482,0.11790744958837363,0.5171225539238413,0.08439976136595771,0.6670815083150877,0.09628892128510733,0.5058006758930123,0.16133695212709528,0.6904216881399469,0.1636362044201794,0.7656873441132285,0.1347295248691039,0.667045590532146,0.04979410043936582,0.37148279292911957,0.0825905041875478,0.8694818093299734,0.0747038350545226,0.8451803276542272,0.09274594696181368,0.46116860158882866,0.1730407225348951,,,,,,,,,,,0.4351542931227057,0.12863681731118187,0.7357797186182717,0.10538009489235846,0.6527373246427003,0.10806928893856442,0.6650076752216065,0.08497766701950908,0.6869341341932773,0.12263854020331934,,,,,,,,,,,,,0.5992674762272877,0.1936868220416368,0.5689816386223393,0.12995919128566186,0.7316204114871188,0.2764952512516046,,,,,0.5324082900171285,0.10076687567301096,0.8965836322648995,0.16041570983976555,0.4026636744352511,0.13164746819360484,0.7598950803324858,0.06598316558692377,0.7791949903360593,0.11262677110273613,0.6831545797416418,0.05283315342544199,0.6905995001819158,0.07661471575226766,0.6451671249462065,0.17501836847632132,0.6795445681507629,0.17263734366276257,0.7287328447594171,0.39608895428766283,0.6967478438707818,0.11196729315334726,0.6883528950936755,0.1077674405256223,0.725460863831792,0.0742536399153316,0.8524144607633578,0.07785425240752618,0.7229656755034651,0.1511584251577957,0.8338705174939893,0.12885715136418266,0.7319768179068149,0.15367974394426756,0.6223770968891441,0.1718830799625349,0.5339143415675549,0.13699963798903483,0.8594329366787223,0.16487081875282006,0.442384424004765,0.07659374968059703,0.6270037301306257,0.2588041744536727,0.6868886985601995,0.10239334842304582,0.7093393170543589,0.22560028744028748,0.5011163930037782,0.1689161502491912,0.6649791109297434,0.08738743196268516,0.6506699630363423,0.11956929839005309,0.5590883167122304,0.17042988226308936,,,,,,,,,0.5703029131187031,0.19597614807075397,0.6908039170494686,0.10802610462691378,0.7610575110514958,0.12059229438068282,0.8403230279381347,0.12722234671948185,0.7136752781733144,0.06268795970981499,0.716880853520724,0.2519880697076031,0.5966439011909028,0.16617099939326282,0.47819323822247145,0.10104097762672946,0.5614256008665404,0.10420121165763944,,,,,0.5032459441398224,0.10944269814151833,,,,,0.814708793593618,0.08128262621344201,0.6767452311911079,0.12997587740152777,0.784290430976472,0.10098896421401744,0.765654906324235,0.08540062950288503,0.5834537735075005,0.12024579957017602,0.6421988270338114,0.08330202009010157,0.7916866261279732,0.08746160742359729,0.855667710706222,0.16417021905212664,0.8159771132905907,0.20429690754891858,0.6860201882396498,0.2135880223150578,,,,,0.5867359529445828,0.2113917683125233,0.6515440749431799,0.11315530855720456,0.57262928768216,0.0821954353229203,0.6082268460052501,0.15692687556406645,0.43535641553657545,0.15144656420690888,0.7076019997009926,0.1035020468809447,0.7111944567586288,0.21499258509092925,0.4103657200715782,0.07235562784857627,0.6116902165723941,0.0550151868895319,0.7593654221070715,0.12817391288147661,0.5343205730910671,0.11587152368715331,0.6488705409124531,0.2079909736369664,,,,,0.544575282271593,0.016841142818043157,0.7602100315242439,0.10090405975482736,0.5162386289596943,0.15488598736247827,0.5694961761125065,0.17961600605526615,0.6971538579730158,0.1725609316984978,0.7557009407167761,0.12987470799458473,,,,,0.5869235685662118,0.16230389232871067,0.6929426015276686,0.1090833791657515,0.5640835058881305,0.1408350404518671,0.7062205791036249,0.14746974043748515,0.378533764347602,0.0635905476082492,0.5635905782627614,0.08083697185974795,0.5133404701245601,0.035900767926185295,0.7189858039149873,0.2641021597394197,0.8526299573731682,0.12197452234223859,0.6962176153213453,0.09651239467993425,0.32967602036800414,0.15861514230463708,0.6640783065669977,0.09080058567175607,0.7625808119540692,0.09406881112820842,0.672771849075583,0.11841305509163909,0.6456073574666067,0.15782553400646712,0.8947894908180646,0.10376977416106108,0.6704040838339123,0.07314048043713448,0.6705402116724885,0.11151235924204247,0.43961955113192075,0.17537475027776386,0.6766516709504183,0.14456786082320933,0.6625776937789016,0.14796805425182036,0.8003128174560078,0.118061686956428,0.5623822238430665,0.15216529561927297,0.7079792810857035,0.11710975824049484,0.7255073981484629,0.10160649879486963,0.6622063576764387,0.20550350559283379,0.703412673283246,0.15467162713899565,0.712151852582274,0.2234185540851553,0.7557428632539928,0.07720607460912127,0.6911844212563104,0.14945326758141808,0.7481594292035487,0.11898851043420222,0.6083479996887837,0.059379926926221516,,,,,,,0.6909905365165191,0.1749691607705908,0.6759051732877323,0.17956359315336193,0.7070276225678783,0.16198871052692362,0.7878408875181759,0.24233204266100358,0.5518171134177251,0.07735990864129108,0.4243921946354398,0.13230868890531905,0.8116994614446863,0.06797009475312042,0.532346806037928,0.13070053608087165,0.46284593830870385,0.015064008982052545,,,,,0.7568046236067334,0.10548144799860967,0.7302094889365834,0.19879423227361315,0.7805382349594374,0.11577532528947876,0.7463573313071549,0.1237698207179343,0.755007893161775,0.08718482514251767,0.5811912358208613,0.17497526197682314,0.8725863139351306,0.15602766689481368,0.7402465814332659,0.17216644347522914,0.54735828421502,0.16327269579176104,0.6042891869885099,0.19920220568954614,0.7391615002381301,0.06479721884808419,0.5769596642124387,0.13013137690226323,0.7396756326940119,0.02377320964622619,0.5021978127607476,0.11748970734052422,0.7941358264873989,0.1405583315129421,,,,,0.22196267073214038,0.029451022310664467,0.2799154749635553,0.05100779830780583,0.3600368833900005,0.05781339679200573,0.7398442829866273,0.05348762527064635,0.707059042489074,0.13966361401241129,0.6785000515130337,0.1329361313988623,0.4001978085796658,0.19544406938123676,,,,,0.6540662481361746,0.044840470394261804,,,,,,,0.6609990344989504,0.12117215927189477,,,,,0.759473081065005,0.1731346788808585,0.5328744943820931,0.0816001264875727,0.5698994528248945,0.1464752174625212,0.6363626018763813,0.1365066955241721,0.5980888987884722,0.07994786793642987,,,,,0.8213250242929999,0.05182518002280079,0.40881510462593196,0.039655781579867745,0.7405580114056505,0.1516355894387517,,,,,0.5999512720288949,0.1445940897258983,0.7859701194999134,0.11173458882890326,0.7091753475640241,0.22008669339220102,0.7639752131311104,0.07318426361897298,0.6436177384634028,0.16880880298321146,0.599836940223681,0.1156290705298838,0.7314239446841828,0.07390118218696078,0.5199386969566848,0.09507873883301865,0.8664179129431704,0.061556453965256566,0.3531003026827041,0.05002910467283531,0.7074162034763992,0.07035643144230468,,,,,0.7851878246602512,0.17967980302108744,,,,,0.7965259174672487,0.18577509311984158,0.6963814705500979,0.13875948447081546,0.7833178952288814,0.15911886152143154,,,,,0.6886239447360415,0.04587310628161681,0.7387033432350562,0.15689236711197155,0.5354235306340315,0.10965201533610387,0.6947191294850178,0.12885952487704072,0.634304971344765,0.3001451856248238,0.7495550323223467,0.08752096071581043,0.5753609464368041,0.21464437044683563,0.6029243881153836,0.10808554013524856,0.4685727728297475,0.0725104862642174,0.7679531091245241,0.05157992472950564,0.5771465480995184,0.08286760305069304,0.7494615767492869,0.09784356249432752,,,,,,,,,,,0.639902056731421,0.08211415390020767,0.7826481135879434,0.07903132858651181,0.7079007891050194,0.27400166826672023,0.6554580438356805,0.08089983735504683,0.4614373027039728,0.08987287529874276,0.7486578364855876,0.0851414408992861,0.767460259743594,0.09776864326437687,0.2230735014623035,0.038994034758248614,0.5128711953759857,0.04956968904808451,0.45150131338042726,0.09196567938066091,0.6855367548781763,0.09093739926529273,0.6611369040028434,0.10398651374836289,0.5357769275724802,0.05456075167955073,0.5390098016139532,0.1432093466716485,,,,,0.6179842247415314,0.09506951692301414,0.7195551046527379,0.25355199838399933,0.848696858114451,0.040086991246602095,0.5306299852991717,0.07033488944835968,0.4746343737972611,0.12667300308127116,0.9159861096363463,0.05698139199524764,0.8378353090038113,0.05913662531955046,0.6631438260195232,0.1553768631920157,0.7047491434032922,0.08227733282809699,0.5692647858591839,0.2050773853216426,0.6724656098868529,0.049901200205944116,0.6436794638741792,0.1371029299937585,0.7138432336920394,0.0626041667827239,0.7777039867657596,0.13100619181470402,0.5130476221886521,0.16165852675745118,0.7839515712594413,0.17308181511072082,0.571141447701215,0.09194179312127873,0.7446107413872338,0.11428200038754345,0.5684000110468357,0.11126162927887023,0.5959475817894554,0.038421825066973864,0.802322424967603,0.1425504325624543,0.522859065608386,0.03726815034030635,0.6377494581601354,0.07038658494921815,0.4963218736601025,0.08463439841906366,0.5331294999505011,0.11266444951610782,0.7067087934541312,0.17553794000030729,0.7351517202843779,0.13157233287855205,0.7632875412414973,0.029744779402620606,0.70380273698262,0.06531410605795847,0.8301066500800214,0.0749631565994878,0.8650868906683329,0.22095552689663267,0.4689894449918352,0.08998206726284882,0.4594836115607551,0.12711809148123016,0.2458653820681855,0.010755044678449734,0.6735082859373025,0.07576285570036567,0.6546110073720559,0.14088075620946577,0.6537260455487276,0.08341659821096992,0.33822747984860585,0.04489033876493117,0.7601856396254028,0.07065451301980501,0.29722422121333,0.06467742710519467,0.8285988230320659,0.0343094060942059,0.8476972445976392,0.08656226961742657,0.42346019749078156,0.09098483632244307,0.6218264644287286,0.04588405131750882,0.6870649585491143,0.031799304877579024,0.5906260596453423,0.13612856579841193,0.5196525201050748,0.11356921472994586,0.622883906692356,0.10426279602666659,0.8388090749910031,0.07638827455574206,0.3755584195150662,0.025716047440431503,0.8055021073744623,0.18202040869296382,0.6831161147459606,0.09143511302087888,0.6549308243551119,0.05680842568834108,0.8149295174317085,0.17306532201961494,0.4055057141419774,0.09813668271328163,0.6628635497260644,0.09123902412124676,0.7530090194714101,0.10316365730989581,0.7179230483457184,0.05325989276877673,0.45580515474788097,0.020858218271277474,0.6675632778100313,0.07678613492823805,0.7773801048263899,0.061735672493498865,0.4188774612039296,0.08599455743835652,0.3283047506086923,0.032208765874545665,0.5772246499009526,0.0903612421299083,0.596024212061211,0.20700801125266394,0.6451541810899689,0.11119727119236057,0.5238280381087421,0.08346286385636342,0.699423001089383,0.06670779872318555,0.7029675788924756,0.06464323254990563,0.5376038995554089,0.08907902860469719,0.5479914847254587,0.11537597275538998,0.6568111461598937,0.08246015022542394,0.33887619524586626,0.13676901314373532,0.8940768426527873,0.034348575346657605,0.6009925807666965,0.06799118452319494,0.583297361239561,0.03793327088304197,0.39502207557655894,0.08527858195809827,0.3840441276369201,0.16966350888349435,0.543233877788379,0.1176324477210895,0.6170451693728731,0.1539188998980335,0.578081578397658,0.044102051740452314,0.5430417801850356,0.11121575993059833,0.5425180187563674,0.07009758148224238,0.7730321998130261,0.1545282692723459,,,,,0.8291993880118336,0.11904516627154582,0.854407567840516,0.12978685988293723,0.46890263981154584,0.10772534743300946,0.6504545374716232,0.02444497639697809,0.650676696571209,0.08097643074175176,0.5404520933321411,0.0795744660678832,0.6474733674765,0.08867331778086884,0.27452097544284987,0.04718343946964683,0.19873089979186234,0.04461098930648825,0.2305309113072378,0.013928750942042236,0.812944485713094,0.054647791239061945,0.9074825370233768,0.0503611202077091,0.5307881011178013,0.06005338886967321,0.5645066938049308,0.199441820488167,0.8712679326013284,0.11140780102712818,0.8139431452557674,0.04887926623490449,0.8297691148709261,0.03894305116223508,0.5214891009868307,0.08852795144149654,0.4752821930156613,0.10994971442119615,0.7406416466649134,0.11425096710057048,0.4872005837205603,0.09537736564809961,0.7199117000664396,0.1414077085851887,0.8152021713502038,0.12889392341138195,0.8335057653588893,0.11952270051090273,0.7279454059706901,0.1101810505223414,0.7803525468918246,0.13386899529950128,0.6628713494249276,0.08673876158518223,0.6031990039609636,0.14650157247557216,0.8024496960404347,0.10275759467214327,0.785980796492111,0.10568966115455805,0.36758197413935045,0.04645976609958965,0.7824519662696198,0.07866643339024366,0.5448385883850533,0.10416120552597238,0.5900061015585891,0.12491292214165789,0.8414029579163562,0.046570582202652026,0.8711703414701644,0.10311675839142849,0.7970764875318496,0.12364341229557244,0.5579793032467608,0.060006073481925916,0.2928929334799491,0.03777286431543345,0.7222082288521096,0.08219321975606896,0.8923786402785225,0.024980033960404883,0.7436870240656714,0.14005859136895582,0.6200098030863184,0.08979923566580908,0.6544609086786871,0.15178385149194584
root//100163,0.6881593180133107,0.1772779563944249,0.6227491465618911,0.15923168861172576,0.6432471999326156,0.12302544151443982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5524000353495147,0.11978168540858153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6675110686464529,0.15761181503555574,,,,,,,,,,,,,,,,,,,,,,,0.6993524679560899,0.10118302696374193,0.7710662205882144,0.14739463614742537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5984040831773397,0.2779387889457069,,,,,0.7074627244825049,0.06629734945624362,0.6718743125480195,0.13897097563147423,0.8042018280782119,0.12184711973084819,,,,,,,0.8286107424718159,0.06844181299655527,,,,,,,,,,,,,,,,,,,,,,,,,0.6933688957266795,0.062069158272633394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7174317336303716,0.07862937379526777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.600831499481636,0.09869624518877051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5328901730856584,0.1360416768882722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6787422280549212,0.12257482189208095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5599827554348836,0.16184522959672323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6454663402680048,0.14788404323549884,,,,,0.6915898901914098,0.12745746518155684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6701932396561624,0.12003213881484222,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6776662782616208,0.148497104992857,0.5048571812992441,0.07049146836035208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7207319748400416,0.13018170062477755,0.6460114170384093,0.11880587091566543,,,,,,,,,,,0.6061665970398907,0.0969484190939416,,,,,,,0.840519842390116,0.1544456065484117,,,,,,,,,,,,,,,,,,,,,0.6787252355402968,0.07759462113498997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6304516256603011,0.10371227068489601,,,,,0.837925599559183,0.11444488722426864,0.8425975000750761,0.09073943307620654,0.5249965635361542,0.17281517638798571,0.6562499875264795,0.10863361765199755,0.738376836465841,0.128332614773182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
