id,w_0,ar_0,w_1,ar_1,w_2,ar_2,w_3,ar_3,w_4,ar_4,w_5,ar_5,w_6,ar_6,w_7,ar_7,w_8,ar_8,w_9,ar_9,w_10,ar_10,w_11,ar_11,w_12,ar_12,w_13,ar_13,w_14,ar_14,w_15,ar_15,w_16,ar_16,w_17,ar_17,w_18,ar_18,w_19,ar_19,w_20,ar_20,w_21,ar_21,w_22,ar_22,w_23,ar_23,w_24,ar_24,w_25,ar_25,w_26,ar_26,w_27,ar_27,w_28,ar_28
root/b/eslint-reporter-verbose.js,0.047222222222222214,0.5514798511997392,0.036247334754797425,0.4530745689279171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root/b/eslint-reporter.js,0.047222222222222214,0.5514798511997392,0.036247334754797425,0.4530745689279171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root/b/jscs-reporter-verbose.js,0.038888888888888896,0.7201767055447896,0.0298507462686567,0.5916693959113539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root/b/jscs-reporter.js,0.03611111111111111,0.6687355122915902,0.027718550106609795,0.5494072962034002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root/dex.js,0.475,0.475,0.4925373134328357,0.49253731343283585,0.3487738419618528,0.7699847563474242,0.3792270531400966,0.3792270531400966,0.3952941176470587,0.3952941176470588,0.35423728813559324,0.35423728813559324,0.27358490566037735,0.27358490566037735,0.021660649819494577,0.08392173947879734,0.045112781954887195,0.17056530214424953,0.04166666666666665,0.15360000000000001,0.04137931034482757,0.18418787267993617,0.04137931034482757,0.18418787267993617,0.04137931034482757,0.18418787267993617,0.028708133971291867,0.1087148757321349,0.02608695652173913,0.11963837999230156,0.027272727272727268,0.11443671129698411,0.02553191489361702,0.14985652035285366,0.02553191489361702,0.14985652035285366,0.025751072961373394,0.10534215856481483,0.01801801801801803,0.11337738197835869,0.01801801801801803,0.11337738197835869,0.01801801801801803,0.11337738197835869,0.01801801801801803,0.11337738197835869,0.01801801801801803,0.11337738197835869,0.01818181818181818,0.11493877551020408,0.018604651162790694,0.1488919667590028,0.018604651162790694,0.1488919667590028,0.01834862385321101,0.15096952908587258,0.01834862385321101,0.15096952908587258
root/n/cmd.js,0.11666666666666668,0.5077445440257233,0.11940298507462682,0.5322717322223005,0.31335149863760225,0.34119180191920395,0.31159420289855067,0.3362169044676627,0.3035294117647059,0.32751481988144093,0.22542372881355924,0.24269147444883396,0.24905660377358493,0.26828187535734704,0.014440433212996377,0.3258122743682308,0.03007518796992482,0.6785714285714288,0.027777777777777776,0.6267361111111112,0.027586206896551724,0.6224137931034482,0.027586206896551724,0.6224137931034482,0.027586206896551724,0.6224137931034482,0.019138755980861243,0.928888888888889,0.0173913043478261,0.0723756521739131,0.018181818181818216,0.048901818181818275,0.017021276595744712,0.04578042553191498,0.017021276595744712,0.04578042553191498,0.017167381974248892,0.046173390557939835,0.040540540540540564,0.09121621621621627,0.040540540540540564,0.09121621621621627,0.040540540540540564,0.09121621621621627,0.040540540540540564,0.09121621621621627,0.040540540540540564,0.09121621621621627,0.0409090909090909,0.09204545454545456,0.037209302325581416,0.08565661034759292,0.037209302325581416,0.08565661034759292,0.036697247706422007,0.07916427752293576,0.036697247706422007,0.07916427752293576
root/n/update-authors.sh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09130434782608692,0.3799721739130434,0.09545454545454543,0.2567345454545454,0.08936170212765956,0.24034723404255318,0.08936170212765956,0.24034723404255318,0.09012875536480686,0.24241030042918454,0.09459459459459459,0.21283783783783783,0.09459459459459459,0.21283783783783783,0.09459459459459459,0.21283783783783783,0.09459459459459459,0.21283783783783783,0.09459459459459459,0.21283783783783783,0.09545454545454546,0.21477272727272737,0.09767441860465118,0.2248486021624313,0.09767441860465118,0.2248486021624313,0.1100917431192661,0.23749283256880746,0.1100917431192661,0.23749283256880746
root/ravis.yml,0.011111111111111118,0.1875708884688091,0.008528784648187623,0.1341956882255389,0.013623978201634867,0.1274305555555554,0.012077294685990333,0.11528179995544664,0.011764705882352936,0.11834484294943193,0.008474576271186463,0.15490443184205044,0.009433962264150917,0.14119026053598982,0.018050541516245487,0.10070608737455679,0.030075187969924807,0.2558479532163742,0.027777777777777776,0.23039999999999997,0.03448275862068965,0.22102544721592335,0.03448275862068965,0.22102544721592335,0.03448275862068965,0.22102544721592335,0.019138755980861254,0.16307231359820226,0.01739130434782609,0.1794575699884523,0.018181818181818188,0.1716550669454761,0.02553191489361702,0.14985652035285366,0.02553191489361702,0.14985652035285366,0.01716738197424893,0.1580132378472222,0.01801801801801803,0.11337738197835869,0.01801801801801803,0.11337738197835869,0.01801801801801803,0.11337738197835869,0.01801801801801803,0.11337738197835869,0.01801801801801803,0.11337738197835869,0.01818181818181818,0.11493877551020408,0.023255813953488375,0.11911357340720223,0.023255813953488375,0.11911357340720223,0.02293577981651376,0.12077562326869808,0.02293577981651376,0.12077562326869808
root/st.js,0.22777777777777772,0.8264046359284453,0.2494669509594882,0.9687345526445874,0.32425068119891004,0.7158452031667459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root/st/api.js,,,,,,,0.04830917874396135,0.5472932778108269,0.04705882352941177,0.5618348866415492,0.033898305084745756,0.19983403613947734,0.03773584905660383,0.172346514047867,0.0722021660649819,0.08322817138393121,0.15037593984962397,0.20467836257309938,0.1388888888888889,0.18431999999999996,0.13793103448275865,0.18266565885613517,0.13793103448275865,0.18266565885613517,0.13793103448275865,0.18266565885613517,0.09569377990430623,0.44649199463187794,0.08695652173913045,0.4913548266283824,0.09090909090909093,0.46999157329671365,0.08510638297872343,0.4274032840897013,0.08510638297872343,0.4274032840897013,0.08583690987124465,0.4326402452256945,0.0900900900900901,0.48504261227616585,0.0900900900900901,0.48504261227616585,0.0900900900900901,0.48504261227616585,0.0900900900900901,0.48504261227616585,0.0900900900900901,0.48504261227616585,0.09090909090909091,0.49172244897959183,0.09302325581395351,0.5032916110940121,0.09302325581395351,0.5032916110940121,0.09174311926605506,0.5103142847371843,0.09174311926605506,0.5103142847371843
