id,r_0,b_0,r_1,b_1,r_2,b_2,r_3,b_3,r_4,b_4,r_5,b_5,r_6,b_6,r_7,b_7,r_8,b_8,r_9,b_9,r_10,b_10,r_11,b_11,r_12,b_12,r_13,b_13,r_14,b_14,r_15,b_15,r_16,b_16,r_17,b_17,r_18,b_18,r_19,b_19,r_20,b_20,r_21,b_21,r_22,b_22,r_23,b_23,r_24,b_24,r_25,b_25,r_26,b_26,r_27,b_27,r_28,b_28,r_29,b_29,r_30,b_30,r_31,b_31,r_32,b_32,r_33,b_33,r_34,b_34,r_35,b_35,r_36,b_36,r_37,b_37,r_38,b_38,r_39,b_39,r_40,b_40,r_41,b_41,r_42,b_42,r_43,b_43,r_44,b_44,r_45,b_45,r_46,b_46,r_47,b_47,r_48,b_48,r_49,b_49,r_50,b_50,r_51,b_51,r_52,b_52,r_53,b_53,r_54,b_54,r_55,b_55,r_56,b_56
root//1,0.05040699135564404,0.0012429514071298207,0.0011121483068462666,0.0008182027169545095,0.048394419269279926,0.0007330656344325788,0.010062140259056673,0.0007018589295008054,0.0005384096023212106,0.0005719518216984467,0.001026619507273006,0.000613008737853259,0.0004223347748090211,0.0004992645792466529,0.004152094769574373,0.000462424369480189,0.00022148323439271606,0.0002500910415489037,0.0009066471772282094,0.00027837634049827583,0.007297216771651274,0.00043793786017066924,0.0007693899178842917,0.0002647592292150102,0.0011312838130118036,0.00036662930328597456,0.0007288808739751489,0.00036825691515196784,0.00023285270804011905,0.00032518973878330567,0.003527778693352144,0.00041897164617886234,0.0007015575241160543,0.0003682850411507856,0.001110287941025827,0.00037444582236692884,0.0008059422235022017,0.0003614756339038886,0.09810688105190005,0.0004731332448590749,0.0008593011117065853,0.0007682957756450168,0.0007408365523918437,0.000739753347879627,0.000656259596681248,0.000653869195254056,0.0005021868854475554,0.0005147186421064958,0.00045375956322680155,0.0004540499787054227,0.00039137265683451285,0.00039125128687902803,0.00034505159973496864,0.0003460095675071718,0.000310677180346777,0.0003114198924232341,0.00035543347546359395,0.00035463722757407307,0.0003550889158800629,0.0003552543533362939,0.11967770134249878,0.0003259955143963995,0.00017573829401203725,0.00017606893403529364,0.00023751886047035226,0.00018352722912298505,0.000183955521980987,0.0001839555219809204,0.00018568601448528614,0.00018738973959140143,0.061614484091355386,0.00022197074708046625,0.00023274260832565103,0.00023291017966149655,0.00017157307340201532,0.00017157307340198323,0.00013925739354501255,0.00013970215584534784,0.00014832858906202947,0.00014848401052601867,0.00016325180126875905,0.00016516604231214702,0.00017350794759993324,0.00017312202660330517,0.00016673143691812222,0.0001647193946546096,0.0001511997035711185,0.00015033778533517586,0.0001396874968920434,0.00013889521678359367,0.00014915256864148652,0.0001504834532771959,0.00016016361388020272,0.000160469360904234,0.00015505212896424578,0.00014658850767226232,0.00012847270370262183,0.0001328707288061586,0.0002365475837251781,0.00021948632763062157,0.0003925017487216884,0.0003925017487216723,0.00023661527035630686,0.00023661527035630686,0.0002702333518169415,0.0002702333518169477,0.00026322142156098654,0.00025966573906201234,0.062063499965694616,0.00021257565163209058,0.0001473023790071008,0.00014800085619348028,0.00013844155141436913,0.00013844155141436913
root//1004,0.019853266657863695,0.0017890736487734197,0.01608307492882517,0.001699375066282665,0.023405287180664824,0.0013551597774569052,0.021236211519306374,0.00166063010338926,0.015175750098341463,0.0022145357520663624,0.018375613298273,0.0018940334891726003,0.017652726837577497,0.0015183131260728413,0.022697901701828636,0.0017639546574517346,0.012785067500715518,0.0010388643283250885,0.0008808741776844701,0.0009603125013859888,0.021682276042635368,0.0010418616654692097,0.0007494274338316007,0.00023428858674104028,0.06557637255586474,0.00036004073299493336,0.08386787730877888,0.0007862357467572432,0.0016625753864519554,0.0007770041661511141,0.014607929456468504,0.0007056402516899412,0.02170089089260567,0.0007461406903051624,0.018193990637571367,0.0006089792278426766,0.02369639568128635,0.0006371428530099987,0.03684600732883198,0.001213133867606837,0.01087407456175455,0.0018852061042551424,0.04808981790574252,0.0011866694902899373,0.048033676996378276,0.0007104517454964167,0.05982209777597434,0.00029736145782926013,0.0006347344049977388,0.0005663288805393223,0.02422317603561275,0.0005297514125187389,0.018008787268346458,0.00022945020252928338,0.019198988724839224,0.0004611455522825503,0.020456032832602687,0.0004408635623574706,0.02475623244461246,0.00039786914971329376,0.019848522232284366,0.0002885239213618151,0.018966698007918302,0.00031704214911701,0.07490681419159717,0.00018000847223688501,0.02747388785407948,0.00039045923899526483,0.028164618791440006,0.00012707932520052842,0.06179560738638426,0.00010263845715231072,0.017897199021724278,0.00018454994110685068,0.0001331300937275777,0.00014624641833140619,0.022012928032914512,0.0001285139493919571,0.023106134673613395,8.952446007130289e-05,0.011947789755576678,0.00011899126394464339,0.015604077425165924,4.3581224778073936e-05,0.01230916375965957,0.00013235706284614714,6.118609876985661e-05,8.844114338901003e-05,3.830692526292006e-05,2.76672978944309e-05,0.011679487893283363,2.1324292420351094e-05,0.025496027333872417,0.00011471263149500444,0.008958375062999912,3.447208237988644e-05,0.02321892494220237,1.7560179040507173e-05,0.011683525277568432,5.0729266901797235e-05,5.396280449705553e-05,5.396280449722352e-05,3.939528612330173e-05,3.882474338582475e-05,3.762634397695978e-05,3.762634397697693e-05,0.6889963802032024,2.3975033076444727e-05,3.605625606438134e-05,3.5961160554265544e-05,2.3640001640336454e-05,2.3640001640336454e-05,0.01965689571763552,2.6874482341182397e-05
root//1009,0.010159289998679277,0.0007543762137466182,0.039319534018998244,0.001561931105799538,0.006070286219255266,0.0016958100102269,0.0008953804041391086,0.0022387702735241592,0.027022107205021042,0.0009961007820215619,0.027440565461690998,0.001690082070431436,0.016514526505676006,0.0016394813839568755,0.04121572279580885,0.0018070806062441358,0.01496032669832032,0.0017569162822551226,0.03383201179905954,0.0020931483646055454,0.02265761029600158,0.0007600558612658477,0.04650027540115535,0.0006749298068100641,0.05105357880315336,0.0011695597996153786,0.020307248106654796,0.0005507321042997555,0.0009329856493391374,0.0004940218295070956,0.0018652597403306555,0.000616286933292406,0.05121481193999827,0.000981179083619061,0.05563151856863196,0.0010000442426636369,0.056785748310892836,0.0006978767643482696,0.06450431111996982,0.00037790525611291185,0.020158344295084125,0.0009880758095265356,0.015583915157008953,0.0007002061367160827,0.020078800756445064,0.0010125319365540631,0.04499620382522977,9.289118606001181e-05,0.025628261919516844,0.00031735367482058584,0.0540879444421303,0.0007479152789398197,0.02584221528683338,0.0001714404157138789,0.041542664904272594,0.00011366475271726089,0.01410651980747253,0.00021885900240150574,0.08493576068822781,6.668274250015528e-05,0.000324837629198263,0.0003179860569813805,0.01631508180761404,0.00035791880366176185,0.016217000033183965,0.0004008708752277402,0.042425293910078175,0.00032625577086580935,0.029924976441893406,0.0001656292750568598,0.00028950794448031773,0.000307726455377623,0.035695999416414693,0.0003964905389203388,0.014932710411700183,0.00015803668291566246,0.024754854465789504,0.00017571862262980462,0.030079678053492778,0.00013023150070456377,0.021248555876908656,5.628196524537347e-05,0.019984733459355978,4.789938733787789e-05,0.01426810300750632,2.7305627603477675e-05,0.02975318483112668,3.209583089015778e-05,8.316755083914314e-05,8.39361566682041e-05,0.0174349634294554,7.492691761810426e-05,0.00013743526254943704,0.00013447053804578057,5.3786360720606444e-05,5.418487981761479e-05,0.017029142498260562,3.135598857166485e-05,7.035287344218598e-05,7.391214733229996e-05,0.0001032116559043282,9.693194271031154e-05,0.016149111990629433,6.432904614628998e-05,4.760890220044478e-05,4.8640974726270734e-05,4.5757167116410814e-05,5.12223608232996e-05,2.3103613518263684e-05,1.965654253003086e-05,4.2153478325484345e-05,4.215347832548612e-05,0.08388536973060305,3.28939043945813e-05
root//101,0.015432183929063524,0.0009570774451895808,0.03394201860749918,0.00042267400936088435,0.02919063052043923,0.0007332235373360882,0.06735501412221477,0.001122300861946007,0.02973064819913924,0.0008844111682943147,0.03154543118658995,0.0006574152430703382,0.030098798656662675,0.0007741424768082537,0.03968038646954665,0.0009076159033679041,0.07845854890747325,0.0005755686775582412,0.025966982657390846,0.0004296138558520664,0.03408442571998742,0.0005908654220647784,0.014943275805221087,0.00031539231003882914,0.030285395456568547,0.0004253222053648125,0.024948537769461276,0.00022580351864904765,0.025328636022899365,0.0002927090197652825,0.0002856682519905695,0.0003580127000970872,0.5357826664771282,0.00017885469608213084,0.030147456700393798,0.0008084787311582376,0.020123897831532414,0.00029305800644607806,0.000850955190517878,0.0013953131563358648,0.019580270073714996,0.002795591640983451,0.02986451744963223,0.0019746800459100504,0.0005061510492879297,0.00047532400074990535,0.01122873329848186,0.00048279338652452167,0.02979249310521739,0.0012867590727784278,0.00030568144018980304,0.00025756827646724196,0.01936596545964214,0.0003821657238812354,0.00043027899407269485,0.0003578587973072217,0.000409515916534627,0.00046597536389715734,0.01910858218331477,0.0003050080264782609,0.589098613712623,0.0004498198419798249,0.026552005127031725,0.00017997266386524834,0.02663908298533013,0.00013990603133370142,0.026030865038975223,0.00012366298757341088,0.013009896939660896,0.00019083837568725637,0.035707726727311075,0.00014233626386615266,0.017248729952120945,0.00013023942507422846,0.01664320514897636,6.525765581245412e-05,3.584430415362489e-05,4.527445217713493e-05,1.986537654077181e-05,4.428337587600373e-05,0.017193339860302418,7.523285220394237e-05,0.024928878770842045,7.161971461197128e-05,0.029928515181960217,0.00011385723437793475,0.03450252326797107,2.6554263566659556e-05,0.028314110642332954,5.1268050847455415e-05,0.025066679132042646,0.00017444086247336951,6.548950066024998e-05,6.995564524779923e-05,3.919778856111519e-05,5.970183239146858e-05,3.830932277672338e-05,1.3861856242948189e-05,2.228107176716483e-05,3.366495060372019e-05,3.999933548755634e-05,3.7022429584342666e-05,0.017160672194309414,7.541059238385815e-05,4.632151720274784e-05,4.6528599519159725e-05,4.898049933034039e-05,3.163558924262061e-05,0.017334725711271513,3.7120156182018473e-05,0.035801246670643216,2.851040808203674e-05,0.013071729787403168,3.772289096855719e-05
root//1011,0.05168742562780995,0.0017933810194882256,0.06718281075768608,0.0018626182442357136,0.08760695064583189,0.0010080670582521484,0.06763444000589564,0.0016617436971980623,0.02331563132766747,0.0019921597262883535,0.0006649574543232096,0.0018834493681666147,0.04760510296349001,0.0015614796758228835,0.04164071973990641,0.001071432890985726,0.04277909674338733,0.0006808694143100755,0.001374885872421694,0.001041511237577485,0.0010130975908293335,0.0008364281538472754,0.013725653659362132,0.0002589713696973785,0.058977604615420294,0.00045997247787819855,0.0729427714479139,0.0008178439951628745,0.0017532534446240886,0.0008961082641867523,0.06041510843711117,0.000866492593551006,0.048850063617409185,0.00045070213439273016,0.03375660428108562,0.0006204352085014545,0.021227343639982636,0.0007808363596909123,0.03997588522054454,0.0009431169221273515,0.02659782028141281,0.0021337535160112333,0.06017756820934163,0.001323288365036821,0.02840621556368321,0.0006412151621287602,0.013062850920378384,0.0004625111072544712,0.000595471917529559,0.0005164052461777402,0.041131629253688476,0.0005122936357522038,0.01995103240944901,0.000296313679116159,0.02174897525451489,0.0003306480522816435,0.013826754205525881,0.0005021302961477491,0.04035698156171466,0.00033247238760656257,0.05686346096232276,0.00030606282098959045,0.01382611540422809,0.00044180899836093713,0.022654357369078566,0.00019062435008856875,0.009191793267217653,0.00041242503629978925,0.020322173692974406,0.0002594867232834309,0.00024015920996808327,0.00023818721568914065,0.030487919104647494,0.00022461756605181738,0.011545957616547736,0.0001793050031812383,0.014951679082743363,0.00017333565731007057,8.321446958625644e-05,7.953850115831455e-05,0.012634364228058319,9.553597352816211e-05,0.0003512003119766698,2.946558835692181e-05,0.01197993081139685,0.00010076569884229933,0.014621682131677706,8.923807941498604e-05,0.015051349833403142,4.33782621674286e-05,0.019130808231410293,3.353571972147116e-05,0.02924320532582067,4.260224424521517e-05,0.6748259010882506,2.808569111579763e-05,0.019474973564548664,2.6822963831480446e-05,4.9019683804911904e-05,0.00010844960011102843,7.499251104254397e-05,7.499251104265504e-05,6.207828842331508e-05,6.077911590996397e-05,0.01968133141979857,5.928997216472497e-05,4.8819510249308254e-05,6.890712018197647e-05,9.755991936037245e-05,0.00010087932532868365,8.828409920838085e-05,8.828409920834158e-05,0.012516259455471454,6.897242207136202e-05
root//1015,0.03230214046893179,0.00027855678892990926,0.06842454733927752,0.0006371556345306444,0.015707734265672794,0.0008696442634836693,0.06307327731471313,0.0015713550245204633,0.04330967533929076,0.0008602954521409368,0.030677323227444483,0.0008172942089457681,0.033010138922110174,0.0013163226884781228,0.03315763538460057,0.0011414838144561436,0.0024908205325696554,0.0014357852593842857,0.047473994820307966,0.0017252890188493698,0.019550466806157542,0.0008207487626025112,0.026518804133320577,0.0005922766731584412,0.0010985396275715873,0.0011792346403854336,0.03074884598026646,0.0007264370368146549,0.0007317237609694675,0.0004443738945999182,0.0016019732151987467,0.000528493642059351,0.0644498598019662,0.0009023657447807602,0.017136219266728172,0.0006494130501284521,0.04983716005667798,0.0005896909752478645,0.0001392063316056309,0.0003961886047484485,0.0014483869539331606,0.0005215298313997412,0.04949817309184338,0.0012553464194575753,0.016805645928266066,0.0007992742104260919,0.02151833752207967,0.0005316823132654441,0.02199191936515383,0.0003045684380763698,0.03977475635024036,0.00039546715778569167,0.016158403787006316,0.00026103358566516337,0.02768065790186664,0.000328560605615913,0.04951530661993033,0.00021348249333268354,0.00012240065784340295,0.00011891460414824844,0.05085397438004105,0.00016982554860890222,0.026755475790055463,0.00015410940543177586,0.01064515107596137,0.0001239717092685052,0.00015030227373164244,0.00014878620817697252,0.046478925736070216,0.00010758201016144889,0.021433163916310727,0.00013528628924633858,3.896853088225475e-05,6.913673761754481e-05,0.009118190488505876,2.171381334866516e-05,2.342644435519526e-05,1.7918252604692833e-05,5.0250049519839504e-05,5.6085208841682706e-05,2.7185676534683548e-05,3.76476603407446e-05,0.019613329812204854,6.887030633313865e-05,0.03096337763828554,0.00010162050919730148,8.455809990992907e-05,0.00011649160481259818,0.026641999250148377,6.687363562277964e-05,0.02509292345331738,7.775861269885497e-05,0.02499793406941246,3.707763616676205e-05,1.8108574499742768e-05,3.165280330377227e-05,6.512522096683878e-05,6.18204906070882e-05,0.00010707566371986498,7.213719506988625e-05,0.00025700859452295124,0.00019573535877786828,0.021646077613778028,4.808335829434329e-05,8.664503974657937e-05,8.816866536825835e-05,0.021926931276277952,7.902321780614505e-05,6.40209691112118e-05,7.620936940118115e-05,6.283101365903268e-05,6.844370410148344e-05,3.938438830992554e-05,3.938438830997478e-05
root//1017,0.04614708968294693,0.0004445633505370356,0.08047661897866905,7.058379050995442e-05,0.028906189045111944,0.0008383351275389286,0.05261019081789768,0.0016303813995758379,0.0017398570572007544,0.0006603886239756538,0.05544824981009852,0.0011774069658282821,0.0015138418054222926,0.0011406499308076045,0.036721501968508895,0.0011942351870367649,0.002030049086545607,0.00122363024277539,0.05991705656945894,0.0015525676534144332,0.011270227422656735,0.0010611041510081637,0.009389551388350076,0.00024263917750516435,0.011105919409452984,0.0006605866490980336,0.030794722360755408,0.0004991093558442684,0.027739260743979782,0.0006564325280894838,0.0012366392581690782,0.0004562815887713586,0.0011439067476418851,0.0008574227887755099,0.05389619426172517,0.0005613190090510896,0.030044430987049116,0.0003770291441923989,0.0001357680636938569,0.00044992016779773217,0.018652232774802952,0.0005636236158710395,0.026937741154758513,0.0013379724697167219,0.037181359523600986,0.0008453102626549711,0.02020862792962118,0.000523437555905119,0.06472356863530025,0.00030471235247691816,0.04313959816372777,0.0004688367678263557,0.010800835049799092,0.00026134988188775805,0.03504752016053537,0.00022417764425057177,0.00011801888748251472,6.278627529422626e-05,0.00010326874253816227,5.9653021307366996e-05,9.962425520354178e-05,0.00017446024917341522,0.028411091117894038,5.163747231444001e-05,0.02807118295836026,0.0002042507771687362,0.014168815392783708,0.00015404813051351078,0.02121135837067192,0.00015012090440957488,0.0001827974777889556,0.00014013987351682382,0.07943829213244068,0.00021229637246310615,0.00012327371322369554,0.00011819784779688194,0.0001340440513004779,0.00011681370099781215,0.01932235645526137,8.893502931552753e-05,0.030446510088470095,0.0002157296800033122,0.0029078302387532534,6.801960396113752e-05,0.011466789795868558,4.7061249316217555e-05,0.04941856826897579,4.9313603150459604e-05,0.021621530274927754,7.827283894277828e-05,0.03276150555116116,0.00011535581999797369,0.02586728704975753,5.005430605409402e-05,5.054578357939394e-05,4.6706619302984305e-05,0.01296492842027333,8.116803917772463e-05,0.00011277003956208387,4.47501306706698e-05,0.029236726099200756,0.00019978137480276633,3.845836819031872e-05,4.047695723836274e-05,0.02979847002581379,1.9873091329776476e-05,2.4283905519419384e-05,4.665982298568743e-05,0.011219942844733866,4.4989645990160783e-05,3.1651349070928025e-05,3.165134907090941e-05,1.0934566198490252e-05,1.6120040501144052e-05
root//1019,0.012495735996819971,0.0019988152979177184,0.002824334564840144,0.0015772752402970016,0.050114598221885236,0.0012125769879959998,0.02038684834437225,0.0015879881953548426,0.030030902460311065,0.0014264157941858628,0.051141591954926645,0.001430049230137391,0.019607794420801482,0.0012675268654468047,0.026471477300451282,0.000940173599370762,0.10343570329580185,0.0006139367963478311,0.00262008806056027,0.001210940818562077,0.0992285116734508,0.0010551161899811955,0.0016288210443796108,0.0007777736749569488,0.02393073061647477,0.0010940052961041426,0.06919488320889666,0.0009911699445251184,0.001356473280528411,0.0008574768810535047,0.016876606960131338,0.0009374812066429494,0.05631970989105789,0.0008794365282873055,0.05731932227423158,0.0007653156367927781,0.0012091167413818328,0.0007337026508930916,0.09503682480996047,0.0011246563912817073,0.09524447246090004,0.00047823738199190117,0.024570021381488626,0.0009865977847122154,0.038055947185550464,0.0012438592009405135,0.07650434231979998,0.000611810539033497,0.02960611917530574,0.0005650114196842346,0.03633636540476854,0.0003403861696178176,0.03635941118505428,0.00045454430634343606,0.017937661013704663,0.00021429875649553603,0.00020998588998967038,0.00026761785210666555,0.1121185212894492,0.000272652496005827,0.06447569391270253,0.00039470305308796544,0.012555586152556723,0.0002031304124242316,0.0004970307885046316,0.0005318199071239655,0.0002699046939662675,0.0002699046939661168,0.06840065228727588,0.0003353401937830176,0.0004349156471743085,0.00043376384693604656,0.00021678493652288694,0.000243246732730785,0.00017171206122260972,0.00017377910410934546,0.03099757361082792,0.00015000521081400442,0.00017248516322765614,0.0001728321048046249,0.00021014058850995883,0.0002076794230684624,0.00016841009800813055,0.0001851400465095061,0.00012793774720266482,0.00026779307218943954,0.000158514858508256,9.888273712168955e-05,0.00016392658994927208,0.00014651498732834572,0.00020300961496614328,0.00020303213001851778,0.00022999496086013315,0.000228186403248999,0.00018780158087365012,0.00020589921241805792,7.190541269174904e-05,7.270138647328287e-05,2.6572164996576686e-05,2.6222602766190064e-05,2.12776235022943e-05,2.12776235022943e-05,3.2181661348725935e-05,3.373600336143823e-05,0.016959907048701508,3.982267194247659e-05,0.05258093372190323,6.235199847402469e-05,8.194125238345637e-05,0.00010179776831954747,0.019438438665750495,5.7102830704581074e-05,2.6226269148056848e-05,2.5768568360573508e-05
root//1027,0.0853446934102233,0.0017330518939388932,0.03481246931221627,0.0016442292848479647,0.0023946723312034592,0.0012298676314666122,0.06679882970145178,0.0017778765145371462,0.03361755147289344,0.0013187535111608094,0.06404800887231435,0.0012057956738211592,0.012769483034940722,0.0012375342107387034,0.0493956333477506,0.0008758648669419007,0.009170240943188922,0.0006212532362421743,0.036278259170606425,0.0010469276571777892,0.033649636710923955,0.0010292998796782396,0.0010608835456662174,0.0006415652661973537,0.03969765867037399,0.0009298643167519013,0.005748612600033871,0.0010414278651802698,0.0393097203111528,0.0007882674721260987,0.0005504114473085696,0.0009258889654119478,0.04170709410301618,0.0009966979415092934,0.03177386522459036,0.0006858323486298648,0.03240519991011728,0.0007663468509783191,0.035605189914209495,0.0010120710165371512,0.035017172625537954,0.0005887163728557669,0.0474239890738075,0.0009733951727289713,0.0009926505894330077,0.0009968482987332229,0.0007151940243355581,0.0007258978148676926,0.037684893328153876,0.0006541023875556408,0.039917573432258636,0.0005673357549108438,0.05228045709241904,0.0010250374067461458,0.00020022040819584426,0.00021074965097634193,0.0002211382568719037,0.00016769124795059693,0.0003330860732592041,0.0003314477535350712,0.021225962995095195,0.00026559612016125627,0.00034743198163931046,0.0003440729954894671,0.09144667147769614,0.0002400864267861296,0.0641113305857361,0.00034560912423385403,0.015116420477670896,0.00014583669229244247,0.07672164847415573,0.0005041467106185149,0.07605850593512857,0.0002454323139030781,0.014853815074854186,0.0002295828598837964,0.00013283575579363808,0.0001652057394228087,0.00011957618098041475,0.00012056304112880863,0.00011189017616691396,0.00011309275879018781,6.200871924514775e-05,0.0001035475815657325,0.00010402164577104953,0.00011105845620987097,0.06454381144888134,8.522483615192852e-05,0.03913783640678623,0.0002439664881308338,0.00018837146296962027,0.00018498007359952712,0.0002477483507610883,0.00023095351499686142,0.00018861699414131995,0.000188616994141284,0.00012237324325658643,0.00012129966115026567,8.61738577161142e-05,6.634221729736926e-05,0.019329386147403513,5.1850660778729497e-05,0.00011145897988620763,2.2211345179310134e-05,0.00011477666852306121,0.00010827543869428071,3.8624416464108e-05,7.278626226669723e-05,8.031759233959038e-05,7.997747690556275e-05,4.982201750865828e-05,4.4971094330869274e-05,0.042275668298060995,3.95221290789864e-05
root//1030,0.036653773392523875,0.00036649047620262266,0.05527233387679396,0.0004213059039598985,0.061523298184346806,0.0005587117245081975,0.021580920891867993,0.0010853782525874756,0.016431867931373426,0.0009356818202226726,0.0248976434490422,0.0007264897763838847,0.0009859035618694214,0.0007929110615194142,0.029462387013428654,0.0007638753245469103,0.024781321169161822,0.0008872002595308707,0.028975437382410808,0.0009500087745489541,0.05444836296142451,0.0007277567432823471,0.0006565553054656216,0.00033074264328998316,0.0006673906540492388,0.0005232416065354805,0.002940622235965922,0.0004770209369624344,0.0004276345508207908,0.0005360985616041476,0.021124081906774193,0.0003727367544048519,0.05323978394010803,0.0005903632244575685,0.0007010630210474536,0.00033145724984429625,0.014270054982741226,0.0005148702575235448,0.05600358053750838,0.0002661299321365489,0.0010287181339783114,0.00045380675164963805,0.07045648550211003,0.0011699715939477765,0.020905101092173074,0.0006515681306058867,0.031737311590732696,0.000398137881819415,0.009843105025132528,0.00017529293159072396,0.06609058389964963,0.00040885382326540174,0.00029326552839336505,0.0002516334999893071,0.036234358819828616,0.000336723959365566,0.01573650468437416,0.0001629127152582226,0.031080941848888485,0.00011142342052115161,0.03670519880778537,0.00019303424600450918,0.05547438573550712,0.000236734382549459,0.00010239724465020881,0.00012535535456400013,0.02062067348627371,0.0001501998045843489,0.028612745431320526,0.00029668786676194516,0.014767895350906545,0.0001640794844157923,0.00014051477966422397,0.0001711334511870892,0.02828136876443405,0.00010732531717377527,0.00010093919959606714,0.00014169706722349907,0.08084929656258039,5.631009762417277e-05,0.00011587752072164378,0.000146885696219773,0.00301125621599079,9.661777051102253e-05,0.0028665036574683635,4.685574425234033e-05,0.04878321350939591,5.819125546606662e-05,7.204743296620878e-05,7.437885208098858e-05,0.05789386760814594,7.410606946994734e-05,0.01300641464293106,9.18807786508149e-05,0.03357783129840708,6.690430019456995e-05,0.02570459213219956,4.180357091402519e-05,0.00012028436262811406,8.6604458149868e-05,0.00022661169304072007,0.00023010732338467205,0.01314683008723744,7.927621486656319e-05,0.029866650076391117,6.91017709687932e-05,2.2150849162091324e-05,1.3446347514649445e-05,0.03502825277448402,5.9980971553999806e-05,3.7674368713678125e-05,3.7674368713678125e-05,2.8371008630677356e-05,3.610703392583819e-05
